lead_id,created_date,industry,company_size,enquiry_type,response_time_hours,number_of_rfqs,converted,data_source,created_month,fast_response
L002786,2026-01-21,Technology,51-200,Supplier request,6.94,2,0,synthetic_demo,2026-01,0
L000385,2026-01-21,Retail,51-200,Supplier request,17.36,1,0,synthetic_demo,2026-01,0
L008098,2026-01-21,Healthcare,1-50,Product enquiry,8.22,6,0,synthetic_demo,2026-01,0
L009954,2026-01-21,Retail,1-50,Price quote,3.63,5,1,synthetic_demo,2026-01,1
L006863,2026-01-21,Manufacturing,1001+,Bulk order,1.82,1,0,synthetic_demo,2026-01,1
L001651,2026-01-21,Manufacturing,201-1000,Price quote,8.32,0,1,synthetic_demo,2026-01,0
L003308,2026-01-21,Manufacturing,201-1000,Product enquiry,6.38,6,1,synthetic_demo,2026-01,0
L003563,2026-01-21,Construction,51-200,Supplier request,14.78,2,1,synthetic_demo,2026-01,0
L007477,2026-01-21,Retail,201-1000,Bulk order,33.58,2,1,synthetic_demo,2026-01,0
L002569,2026-01-21,Technology,1-50,Bulk order,8.81,0,0,synthetic_demo,2026-01,0
L003113,2026-01-21,Technology,1001+,Product enquiry,16.28,3,0,synthetic_demo,2026-01,0
L010943,2026-01-21,Retail,1-50,Supplier request,19.31,2,0,synthetic_demo,2026-01,0
L007095,2026-01-21,Technology,1-50,Price quote,12.3,2,0,synthetic_demo,2026-01,0
L005221,2026-01-22,Manufacturing,201-1000,Product enquiry,14.93,2,0,synthetic_demo,2026-01,0
L004894,2026-01-22,Manufacturing,1-50,Product enquiry,8.18,2,0,synthetic_demo,2026-01,0
L009757,2026-01-22,Technology,1001+,Price quote,29.2,0,0,synthetic_demo,2026-01,0
L006696,2026-01-22,Retail,201-1000,Product enquiry,12.05,2,0,synthetic_demo,2026-01,0
L003575,2026-01-22,Retail,51-200,Supplier request,9.7,3,0,synthetic_demo,2026-01,0
L010960,2026-01-22,Construction,1001+,Bulk order,3.2,1,0,synthetic_demo,2026-01,1
L001963,2026-01-22,Healthcare,1001+,Price quote,12.82,2,0,synthetic_demo,2026-01,0
L006592,2026-01-22,Technology,51-200,Bulk order,14.23,4,0,synthetic_demo,2026-01,0
L007380,2026-01-22,Retail,201-1000,Supplier request,3.36,1,1,synthetic_demo,2026-01,1
L009127,2026-01-22,Manufacturing,201-1000,Price quote,9.39,4,0,synthetic_demo,2026-01,0
L009330,2026-01-22,Healthcare,51-200,Price quote,23.26,3,0,synthetic_demo,2026-01,0
L007667,2026-01-22,Technology,1001+,Product enquiry,11.57,1,0,synthetic_demo,2026-01,0
L009023,2026-01-22,Construction,1-50,Bulk order,6.97,3,0,synthetic_demo,2026-01,0
L006392,2026-01-22,Healthcare,1-50,Supplier request,16.1,6,0,synthetic_demo,2026-01,0
L005890,2026-01-22,Manufacturing,51-200,Price quote,16.9,2,0,synthetic_demo,2026-01,0
L004222,2026-01-22,Manufacturing,51-200,Product enquiry,11.74,1,0,synthetic_demo,2026-01,0
L003867,2026-01-22,Healthcare,51-200,Bulk order,13.76,3,0,synthetic_demo,2026-01,0
L004178,2026-01-22,Construction,201-1000,Supplier request,9.96,2,0,synthetic_demo,2026-01,0
L010215,2026-01-22,Technology,1-50,Bulk order,5.61,2,0,synthetic_demo,2026-01,1
L009442,2026-01-22,Construction,201-1000,Price quote,12.09,3,0,synthetic_demo,2026-01,0
L001435,2026-01-22,Manufacturing,201-1000,Price quote,4.43,3,1,synthetic_demo,2026-01,1
L002756,2026-01-22,Technology,201-1000,Price quote,19.69,4,1,synthetic_demo,2026-01,0
L005742,2026-01-22,Healthcare,201-1000,Supplier request,23.75,2,0,synthetic_demo,2026-01,0
L010812,2026-01-22,Healthcare,201-1000,Supplier request,21.19,1,0,synthetic_demo,2026-01,0
L000221,2026-01-22,Retail,201-1000,Product enquiry,7.83,1,0,synthetic_demo,2026-01,0
L000212,2026-01-22,Healthcare,1-50,Price quote,11.06,1,0,synthetic_demo,2026-01,0
L003241,2026-01-22,Construction,51-200,Supplier request,8.44,1,0,synthetic_demo,2026-01,0
L003671,2026-01-22,Retail,201-1000,Bulk order,12.96,5,0,synthetic_demo,2026-01,0
L006327,2026-01-22,Technology,51-200,Supplier request,9.75,1,0,synthetic_demo,2026-01,0
L003158,2026-01-22,Manufacturing,51-200,Product enquiry,9.82,5,0,synthetic_demo,2026-01,0
L003493,2026-01-22,Construction,1001+,Bulk order,19.54,2,0,synthetic_demo,2026-01,0
L006762,2026-01-22,Healthcare,1-50,Price quote,3.3,2,0,synthetic_demo,2026-01,1
L000283,2026-01-22,Manufacturing,1001+,Price quote,34.81,3,0,synthetic_demo,2026-01,0
L009274,2026-01-22,Healthcare,51-200,Product enquiry,10.39,4,0,synthetic_demo,2026-01,0
L010453,2026-01-22,Technology,1-50,Product enquiry,12.76,4,0,synthetic_demo,2026-01,0
L006238,2026-01-22,Technology,201-1000,Price quote,7.86,2,0,synthetic_demo,2026-01,0
L001161,2026-01-22,Manufacturing,1-50,Price quote,3.35,2,1,synthetic_demo,2026-01,1
L011053,2026-01-22,Construction,201-1000,Product enquiry,3.6,1,0,synthetic_demo,2026-01,1
L006078,2026-01-22,Retail,51-200,Price quote,8.37,5,0,synthetic_demo,2026-01,0
L006268,2026-01-23,Technology,51-200,Price quote,3.91,1,0,synthetic_demo,2026-01,1
L010338,2026-01-23,Construction,51-200,Product enquiry,18.56,1,0,synthetic_demo,2026-01,0
L002750,2026-01-23,Manufacturing,1001+,Product enquiry,4.81,2,1,synthetic_demo,2026-01,1
L001581,2026-01-23,Construction,51-200,Supplier request,6.56,3,0,synthetic_demo,2026-01,0
L011419,2026-01-23,Technology,1-50,Price quote,27.43,0,0,synthetic_demo,2026-01,0
L005976,2026-01-23,Manufacturing,1001+,Product enquiry,1.67,3,0,synthetic_demo,2026-01,1
L006498,2026-01-23,Retail,201-1000,Price quote,27.49,3,0,synthetic_demo,2026-01,0
L007815,2026-01-23,Healthcare,201-1000,Supplier request,16.73,2,0,synthetic_demo,2026-01,0
L008067,2026-01-23,Manufacturing,51-200,Price quote,11.52,3,0,synthetic_demo,2026-01,0
L010515,2026-01-23,Construction,51-200,Bulk order,20.27,3,0,synthetic_demo,2026-01,0
L003094,2026-01-23,Construction,201-1000,Product enquiry,6.73,3,0,synthetic_demo,2026-01,0
L003079,2026-01-23,Healthcare,201-1000,Price quote,4.96,3,0,synthetic_demo,2026-01,1
L001454,2026-01-23,Construction,51-200,Product enquiry,29.11,0,0,synthetic_demo,2026-01,0
L010734,2026-01-23,Construction,51-200,Bulk order,5.66,1,0,synthetic_demo,2026-01,1
L001518,2026-01-23,Construction,1-50,Price quote,15.59,1,0,synthetic_demo,2026-01,0
L010440,2026-01-23,Retail,51-200,Product enquiry,3.02,2,0,synthetic_demo,2026-01,1
L001552,2026-01-23,Retail,201-1000,Product enquiry,1.33,3,0,synthetic_demo,2026-01,1
L009360,2026-01-23,Manufacturing,1-50,Product enquiry,3.44,2,0,synthetic_demo,2026-01,1
L008191,2026-01-23,Technology,51-200,Price quote,27.3,3,0,synthetic_demo,2026-01,0
L002715,2026-01-23,Construction,201-1000,Supplier request,10.36,1,1,synthetic_demo,2026-01,0
L004775,2026-01-23,Manufacturing,51-200,Bulk order,8.41,0,0,synthetic_demo,2026-01,0
L007837,2026-01-23,Manufacturing,1001+,Bulk order,17.5,1,0,synthetic_demo,2026-01,0
L005482,2026-01-23,Manufacturing,1-50,Price quote,4.63,0,0,synthetic_demo,2026-01,1
L000135,2026-01-23,Healthcare,1001+,Price quote,23.39,1,0,synthetic_demo,2026-01,0
L002599,2026-01-23,Construction,51-200,Price quote,11.47,5,0,synthetic_demo,2026-01,0
L002418,2026-01-23,Healthcare,201-1000,Product enquiry,5.53,4,0,synthetic_demo,2026-01,1
L003969,2026-01-23,Retail,1-50,Bulk order,1.93,1,1,synthetic_demo,2026-01,1
L007941,2026-01-23,Manufacturing,1001+,Bulk order,14.03,2,0,synthetic_demo,2026-01,0
L010171,2026-01-23,Healthcare,1001+,Bulk order,4.14,2,1,synthetic_demo,2026-01,1
L004606,2026-01-23,Retail,1-50,Supplier request,7.07,4,0,synthetic_demo,2026-01,0
L005740,2026-01-23,Retail,51-200,Bulk order,7.54,3,0,synthetic_demo,2026-01,0
L008597,2026-01-23,Technology,1001+,Bulk order,26.95,5,1,synthetic_demo,2026-01,0
L008010,2026-01-23,Healthcare,1-50,Price quote,19.4,2,0,synthetic_demo,2026-01,0
L000009,2026-01-23,Manufacturing,201-1000,Product enquiry,8.67,1,0,synthetic_demo,2026-01,0
L008291,2026-01-24,Technology,201-1000,Product enquiry,29.09,2,0,synthetic_demo,2026-01,0
L008321,2026-01-24,Manufacturing,1-50,Product enquiry,10.5,0,0,synthetic_demo,2026-01,0
L010626,2026-01-24,Technology,1-50,Bulk order,12.68,2,0,synthetic_demo,2026-01,0
L005300,2026-01-24,Manufacturing,1-50,Price quote,13.54,4,1,synthetic_demo,2026-01,0
L004572,2026-01-24,Construction,201-1000,Product enquiry,28.16,0,0,synthetic_demo,2026-01,0
L011864,2026-01-24,Technology,201-1000,Price quote,20.69,3,0,synthetic_demo,2026-01,0
L009806,2026-01-24,Construction,201-1000,Product enquiry,7.83,1,0,synthetic_demo,2026-01,0
L010474,2026-01-24,Technology,1-50,Supplier request,9.0,6,0,synthetic_demo,2026-01,0
L002439,2026-01-24,Retail,51-200,Price quote,21.18,3,0,synthetic_demo,2026-01,0
L000557,2026-01-24,Retail,1-50,Product enquiry,12.07,3,0,synthetic_demo,2026-01,0
L011008,2026-01-24,Healthcare,51-200,Product enquiry,22.18,8,1,synthetic_demo,2026-01,0
L000586,2026-01-24,Healthcare,51-200,Price quote,12.15,0,0,synthetic_demo,2026-01,0
L011140,2026-01-24,Manufacturing,1-50,Price quote,8.22,3,1,synthetic_demo,2026-01,0
L005415,2026-01-24,Technology,201-1000,Supplier request,5.55,1,0,synthetic_demo,2026-01,1
L001625,2026-01-24,Retail,1-50,Supplier request,11.56,0,0,synthetic_demo,2026-01,0
L007556,2026-01-24,Construction,1-50,Price quote,2.29,4,0,synthetic_demo,2026-01,1
L000875,2026-01-24,Technology,51-200,Price quote,11.79,0,0,synthetic_demo,2026-01,0
L000147,2026-01-24,Retail,51-200,Bulk order,2.46,3,0,synthetic_demo,2026-01,1
L005039,2026-01-24,Construction,1-50,Product enquiry,7.92,1,0,synthetic_demo,2026-01,0
L007971,2026-01-24,Healthcare,1001+,Price quote,5.6,0,0,synthetic_demo,2026-01,1
L005972,2026-01-24,Manufacturing,201-1000,Supplier request,5.64,5,1,synthetic_demo,2026-01,1
L004292,2026-01-24,Manufacturing,1-50,Product enquiry,4.74,1,1,synthetic_demo,2026-01,1
L008194,2026-01-24,Construction,51-200,Product enquiry,12.77,0,0,synthetic_demo,2026-01,0
L001749,2026-01-24,Retail,1-50,Product enquiry,16.13,1,0,synthetic_demo,2026-01,0
L002977,2026-01-24,Technology,51-200,Price quote,9.89,3,1,synthetic_demo,2026-01,0
L005527,2026-01-24,Retail,1001+,Price quote,12.51,2,0,synthetic_demo,2026-01,0
L002576,2026-01-24,Healthcare,1-50,Price quote,8.56,2,0,synthetic_demo,2026-01,0
L001709,2026-01-24,Construction,1001+,Bulk order,19.62,0,0,synthetic_demo,2026-01,0
L004499,2026-01-24,Construction,1001+,Product enquiry,10.51,4,0,synthetic_demo,2026-01,0
L000790,2026-01-25,Healthcare,1-50,Price quote,21.82,1,0,synthetic_demo,2026-01,0
L005138,2026-01-25,Manufacturing,1-50,Price quote,13.81,2,0,synthetic_demo,2026-01,0
L008070,2026-01-25,Construction,1-50,Supplier request,21.74,1,0,synthetic_demo,2026-01,0
L006742,2026-01-25,Retail,1-50,Product enquiry,11.69,3,0,synthetic_demo,2026-01,0
L004712,2026-01-25,Manufacturing,51-200,Product enquiry,17.79,3,0,synthetic_demo,2026-01,0
L000739,2026-01-25,Retail,51-200,Bulk order,22.08,4,0,synthetic_demo,2026-01,0
L010887,2026-01-25,Healthcare,1-50,Product enquiry,2.7,4,1,synthetic_demo,2026-01,1
L006497,2026-01-25,Retail,1-50,Bulk order,42.37,3,0,synthetic_demo,2026-01,0
L006632,2026-01-25,Manufacturing,201-1000,Price quote,17.7,3,0,synthetic_demo,2026-01,0
L007261,2026-01-25,Construction,51-200,Bulk order,12.26,2,0,synthetic_demo,2026-01,0
L002760,2026-01-25,Healthcare,51-200,Product enquiry,5.32,3,0,synthetic_demo,2026-01,1
L006382,2026-01-25,Construction,1-50,Price quote,7.78,2,0,synthetic_demo,2026-01,0
L004710,2026-01-25,Retail,51-200,Supplier request,10.17,4,0,synthetic_demo,2026-01,0
L001619,2026-01-25,Construction,1-50,Supplier request,9.25,2,1,synthetic_demo,2026-01,0
L009931,2026-01-25,Manufacturing,51-200,Price quote,1.42,4,1,synthetic_demo,2026-01,1
L004617,2026-01-25,Manufacturing,201-1000,Product enquiry,11.6,2,0,synthetic_demo,2026-01,0
L011565,2026-01-25,Manufacturing,201-1000,Product enquiry,9.89,3,0,synthetic_demo,2026-01,0
L008257,2026-01-25,Technology,201-1000,Product enquiry,11.84,5,0,synthetic_demo,2026-01,0
L005466,2026-01-25,Technology,51-200,Bulk order,10.01,5,1,synthetic_demo,2026-01,0
L004425,2026-01-25,Healthcare,201-1000,Bulk order,10.54,2,1,synthetic_demo,2026-01,0
L010136,2026-01-25,Manufacturing,1-50,Supplier request,29.09,2,0,synthetic_demo,2026-01,0
L001270,2026-01-25,Healthcare,201-1000,Supplier request,9.85,1,1,synthetic_demo,2026-01,0
L009475,2026-01-25,Retail,51-200,Product enquiry,12.76,1,0,synthetic_demo,2026-01,0
L006225,2026-01-25,Healthcare,51-200,Price quote,17.7,1,0,synthetic_demo,2026-01,0
L008352,2026-01-25,Construction,51-200,Bulk order,4.95,4,0,synthetic_demo,2026-01,1
L005861,2026-01-25,Healthcare,1001+,Product enquiry,1.54,1,0,synthetic_demo,2026-01,1
L011919,2026-01-25,Construction,1-50,Product enquiry,3.2,2,0,synthetic_demo,2026-01,1
L009334,2026-01-25,Healthcare,1001+,Supplier request,13.45,1,0,synthetic_demo,2026-01,0
L008160,2026-01-25,Retail,201-1000,Product enquiry,8.01,2,0,synthetic_demo,2026-01,0
L003974,2026-01-25,Manufacturing,51-200,Product enquiry,12.37,0,0,synthetic_demo,2026-01,0
L006051,2026-01-25,Retail,1001+,Supplier request,18.02,0,0,synthetic_demo,2026-01,0
L007782,2026-01-25,Retail,201-1000,Price quote,21.04,3,0,synthetic_demo,2026-01,0
L006097,2026-01-25,Manufacturing,1-50,Bulk order,7.77,3,0,synthetic_demo,2026-01,0
L009246,2026-01-25,Healthcare,201-1000,Price quote,21.39,5,1,synthetic_demo,2026-01,0
L008112,2026-01-25,Manufacturing,51-200,Price quote,7.2,3,1,synthetic_demo,2026-01,0
L011091,2026-01-25,Healthcare,201-1000,Product enquiry,13.23,2,1,synthetic_demo,2026-01,0
L003674,2026-01-25,Retail,51-200,Supplier request,6.21,0,0,synthetic_demo,2026-01,0
L008197,2026-01-26,Healthcare,51-200,Supplier request,15.88,0,0,synthetic_demo,2026-01,0
L007082,2026-01-26,Technology,1-50,Bulk order,16.25,3,0,synthetic_demo,2026-01,0
L010634,2026-01-26,Healthcare,51-200,Price quote,13.87,4,0,synthetic_demo,2026-01,0
L002872,2026-01-26,Retail,1001+,Supplier request,3.48,2,1,synthetic_demo,2026-01,1
L002548,2026-01-26,Manufacturing,1-50,Supplier request,5.86,0,0,synthetic_demo,2026-01,1
L000373,2026-01-26,Retail,1-50,Bulk order,19.95,2,0,synthetic_demo,2026-01,0
L001007,2026-01-26,Construction,51-200,Product enquiry,23.37,1,0,synthetic_demo,2026-01,0
L006313,2026-01-26,Construction,51-200,Bulk order,11.56,3,0,synthetic_demo,2026-01,0
L004779,2026-01-26,Retail,51-200,Product enquiry,4.62,3,0,synthetic_demo,2026-01,1
L011547,2026-01-26,Healthcare,1-50,Price quote,11.24,0,0,synthetic_demo,2026-01,0
L009584,2026-01-26,Technology,51-200,Product enquiry,15.25,1,0,synthetic_demo,2026-01,0
L005366,2026-01-26,Construction,1-50,Product enquiry,7.44,4,1,synthetic_demo,2026-01,0
L005865,2026-01-26,Technology,1001+,Price quote,6.56,3,1,synthetic_demo,2026-01,0
L006775,2026-01-26,Healthcare,51-200,Product enquiry,4.07,4,0,synthetic_demo,2026-01,1
L004621,2026-01-26,Manufacturing,201-1000,Price quote,11.79,0,0,synthetic_demo,2026-01,0
L011997,2026-01-26,Manufacturing,51-200,Product enquiry,5.48,1,0,synthetic_demo,2026-01,1
L006795,2026-01-26,Healthcare,1-50,Product enquiry,12.83,0,0,synthetic_demo,2026-01,0
L007772,2026-01-26,Manufacturing,1-50,Product enquiry,1.74,2,0,synthetic_demo,2026-01,1
L000901,2026-01-26,Retail,1-50,Product enquiry,15.21,1,0,synthetic_demo,2026-01,0
L005850,2026-01-26,Technology,51-200,Product enquiry,5.22,1,0,synthetic_demo,2026-01,1
L010429,2026-01-26,Retail,51-200,Supplier request,6.48,4,1,synthetic_demo,2026-01,0
L003858,2026-01-26,Retail,1-50,Bulk order,14.31,3,0,synthetic_demo,2026-01,0
L010803,2026-01-26,Healthcare,51-200,Price quote,4.33,2,1,synthetic_demo,2026-01,1
L003865,2026-01-26,Construction,201-1000,Product enquiry,9.51,4,1,synthetic_demo,2026-01,0
L010324,2026-01-26,Healthcare,1-50,Supplier request,17.67,1,0,synthetic_demo,2026-01,0
L008701,2026-01-26,Retail,1001+,Bulk order,6.62,1,1,synthetic_demo,2026-01,0
L007638,2026-01-26,Construction,201-1000,Price quote,11.5,1,0,synthetic_demo,2026-01,0
L009389,2026-01-26,Manufacturing,201-1000,Supplier request,3.25,2,0,synthetic_demo,2026-01,1
L001045,2026-01-26,Manufacturing,1001+,Product enquiry,14.98,1,0,synthetic_demo,2026-01,0
L003990,2026-01-26,Construction,51-200,Price quote,13.25,3,0,synthetic_demo,2026-01,0
L007466,2026-01-26,Manufacturing,1001+,Price quote,3.5,1,0,synthetic_demo,2026-01,1
L005676,2026-01-26,Construction,51-200,Bulk order,30.8,1,0,synthetic_demo,2026-01,0
L010192,2026-01-26,Manufacturing,1-50,Price quote,15.11,5,0,synthetic_demo,2026-01,0
L008933,2026-01-26,Manufacturing,201-1000,Product enquiry,1.39,2,1,synthetic_demo,2026-01,1
L002624,2026-01-26,Construction,201-1000,Price quote,8.53,1,0,synthetic_demo,2026-01,0
L006784,2026-01-26,Manufacturing,1-50,Price quote,3.04,3,0,synthetic_demo,2026-01,1
L011682,2026-01-27,Retail,1-50,Product enquiry,14.26,1,0,synthetic_demo,2026-01,0
L001207,2026-01-27,Healthcare,51-200,Bulk order,45.91,1,0,synthetic_demo,2026-01,0
L000837,2026-01-27,Technology,1001+,Product enquiry,3.42,1,1,synthetic_demo,2026-01,1
L001537,2026-01-27,Technology,201-1000,Bulk order,6.67,2,0,synthetic_demo,2026-01,0
L011291,2026-01-27,Technology,51-200,Supplier request,4.33,1,0,synthetic_demo,2026-01,1
L007113,2026-01-27,Technology,201-1000,Price quote,6.49,0,1,synthetic_demo,2026-01,0
L000671,2026-01-27,Manufacturing,1-50,Price quote,10.34,2,0,synthetic_demo,2026-01,0
L007350,2026-01-27,Manufacturing,201-1000,Product enquiry,16.44,3,0,synthetic_demo,2026-01,0
L003115,2026-01-27,Retail,1-50,Price quote,2.25,4,1,synthetic_demo,2026-01,1
L009289,2026-01-27,Retail,1-50,Supplier request,7.81,3,1,synthetic_demo,2026-01,0
L005303,2026-01-27,Technology,51-200,Supplier request,1.45,3,0,synthetic_demo,2026-01,1
L004333,2026-01-27,Manufacturing,1001+,Price quote,11.84,0,0,synthetic_demo,2026-01,0
L004323,2026-01-27,Healthcare,1-50,Product enquiry,1.45,2,0,synthetic_demo,2026-01,1
L005564,2026-01-27,Manufacturing,51-200,Product enquiry,3.27,4,0,synthetic_demo,2026-01,1
L005786,2026-01-27,Technology,1-50,Price quote,5.41,1,0,synthetic_demo,2026-01,1
L005219,2026-01-27,Retail,1-50,Price quote,6.54,4,0,synthetic_demo,2026-01,0
L011899,2026-01-27,Retail,1-50,Price quote,5.87,1,1,synthetic_demo,2026-01,1
L005952,2026-01-27,Retail,201-1000,Product enquiry,3.95,3,1,synthetic_demo,2026-01,1
L002060,2026-01-27,Manufacturing,1-50,Bulk order,3.37,0,0,synthetic_demo,2026-01,1
L003554,2026-01-27,Healthcare,201-1000,Supplier request,13.97,1,0,synthetic_demo,2026-01,0
L006046,2026-01-27,Retail,1-50,Price quote,0.65,2,0,synthetic_demo,2026-01,1
L006141,2026-01-27,Manufacturing,201-1000,Bulk order,19.27,5,0,synthetic_demo,2026-01,0
L006260,2026-01-27,Manufacturing,201-1000,Price quote,3.03,1,0,synthetic_demo,2026-01,1
L008089,2026-01-27,Retail,51-200,Supplier request,16.39,1,0,synthetic_demo,2026-01,0
L007645,2026-01-27,Technology,1-50,Bulk order,11.24,1,0,synthetic_demo,2026-01,0
L006727,2026-01-27,Manufacturing,201-1000,Product enquiry,14.93,1,0,synthetic_demo,2026-01,0
L006732,2026-01-27,Healthcare,1-50,Bulk order,11.55,3,0,synthetic_demo,2026-01,0
L006776,2026-01-27,Retail,51-200,Supplier request,24.97,2,0,synthetic_demo,2026-01,0
L008025,2026-01-27,Manufacturing,201-1000,Bulk order,7.15,1,0,synthetic_demo,2026-01,0
L002863,2026-01-27,Retail,51-200,Supplier request,3.28,3,0,synthetic_demo,2026-01,1
L002325,2026-01-27,Manufacturing,51-200,Price quote,7.48,2,0,synthetic_demo,2026-01,0
L010766,2026-01-27,Retail,201-1000,Supplier request,14.9,2,0,synthetic_demo,2026-01,0
L006372,2026-01-27,Manufacturing,1-50,Product enquiry,12.71,4,0,synthetic_demo,2026-01,0
L004600,2026-01-28,Retail,201-1000,Bulk order,11.58,1,0,synthetic_demo,2026-01,0
L011548,2026-01-28,Retail,201-1000,Price quote,4.18,5,1,synthetic_demo,2026-01,1
L009973,2026-01-28,Construction,51-200,Product enquiry,4.39,4,0,synthetic_demo,2026-01,1
L005402,2026-01-28,Manufacturing,201-1000,Product enquiry,8.37,0,0,synthetic_demo,2026-01,0
L004086,2026-01-28,Construction,51-200,Bulk order,31.8,4,0,synthetic_demo,2026-01,0
L005424,2026-01-28,Manufacturing,1-50,Price quote,5.94,2,0,synthetic_demo,2026-01,1
L001997,2026-01-28,Retail,1-50,Supplier request,33.97,2,0,synthetic_demo,2026-01,0
L009916,2026-01-28,Retail,1-50,Supplier request,4.21,2,0,synthetic_demo,2026-01,1
L000955,2026-01-28,Construction,1001+,Supplier request,7.21,3,0,synthetic_demo,2026-01,0
L004259,2026-01-28,Construction,201-1000,Product enquiry,4.35,0,0,synthetic_demo,2026-01,1
L009940,2026-01-28,Technology,51-200,Price quote,8.43,2,0,synthetic_demo,2026-01,0
L000333,2026-01-28,Technology,201-1000,Price quote,23.21,2,1,synthetic_demo,2026-01,0
L007957,2026-01-28,Retail,1-50,Product enquiry,3.41,4,0,synthetic_demo,2026-01,1
L007252,2026-01-28,Healthcare,1-50,Bulk order,3.2,2,0,synthetic_demo,2026-01,1
L003361,2026-01-28,Retail,201-1000,Supplier request,8.53,3,0,synthetic_demo,2026-01,0
L003399,2026-01-28,Technology,1001+,Supplier request,10.83,1,0,synthetic_demo,2026-01,0
L009424,2026-01-28,Manufacturing,201-1000,Price quote,12.28,2,0,synthetic_demo,2026-01,0
L009083,2026-01-28,Manufacturing,1-50,Price quote,9.41,1,0,synthetic_demo,2026-01,0
L000626,2026-01-28,Retail,51-200,Product enquiry,14.47,2,0,synthetic_demo,2026-01,0
L010884,2026-01-28,Construction,1-50,Product enquiry,16.21,0,0,synthetic_demo,2026-01,0
L001453,2026-01-28,Construction,51-200,Bulk order,17.24,1,0,synthetic_demo,2026-01,0
L009643,2026-01-28,Construction,51-200,Price quote,7.9,1,0,synthetic_demo,2026-01,0
L005804,2026-01-28,Healthcare,201-1000,Supplier request,3.2,2,0,synthetic_demo,2026-01,1
L008825,2026-01-28,Construction,51-200,Product enquiry,6.14,2,0,synthetic_demo,2026-01,0
L008157,2026-01-29,Construction,1-50,Product enquiry,6.76,0,0,synthetic_demo,2026-01,0
L007796,2026-01-29,Technology,1-50,Price quote,12.31,2,1,synthetic_demo,2026-01,0
L011814,2026-01-29,Construction,51-200,Bulk order,3.48,4,0,synthetic_demo,2026-01,1
L000986,2026-01-29,Construction,201-1000,Bulk order,20.65,1,0,synthetic_demo,2026-01,0
L011873,2026-01-29,Technology,1001+,Product enquiry,17.37,3,0,synthetic_demo,2026-01,0
L009045,2026-01-29,Retail,201-1000,Product enquiry,7.16,1,0,synthetic_demo,2026-01,0
L005050,2026-01-29,Construction,1-50,Supplier request,4.85,1,0,synthetic_demo,2026-01,1
L003034,2026-01-29,Manufacturing,1-50,Price quote,18.16,5,0,synthetic_demo,2026-01,0
L010723,2026-01-29,Manufacturing,1-50,Bulk order,6.73,1,0,synthetic_demo,2026-01,0
L007656,2026-01-29,Technology,201-1000,Product enquiry,8.48,3,1,synthetic_demo,2026-01,0
L005950,2026-01-29,Technology,1001+,Price quote,8.2,1,0,synthetic_demo,2026-01,0
L005923,2026-01-29,Technology,1001+,Supplier request,14.99,6,0,synthetic_demo,2026-01,0
L002891,2026-01-29,Manufacturing,1001+,Bulk order,8.36,4,0,synthetic_demo,2026-01,0
L005207,2026-01-29,Manufacturing,1001+,Price quote,7.26,3,0,synthetic_demo,2026-01,0
L003748,2026-01-29,Construction,201-1000,Product enquiry,11.07,2,0,synthetic_demo,2026-01,0
L009031,2026-01-29,Retail,1001+,Product enquiry,2.23,2,0,synthetic_demo,2026-01,1
L005848,2026-01-29,Manufacturing,1-50,Bulk order,16.59,2,1,synthetic_demo,2026-01,0
L010900,2026-01-29,Manufacturing,51-200,Bulk order,5.65,5,1,synthetic_demo,2026-01,1
L008965,2026-01-29,Retail,201-1000,Product enquiry,32.41,2,0,synthetic_demo,2026-01,0
L010298,2026-01-29,Retail,1001+,Price quote,26.2,6,0,synthetic_demo,2026-01,0
L009276,2026-01-29,Manufacturing,201-1000,Supplier request,4.08,2,0,synthetic_demo,2026-01,1
L002193,2026-01-29,Technology,201-1000,Bulk order,6.34,1,0,synthetic_demo,2026-01,0
L010047,2026-01-29,Healthcare,51-200,Product enquiry,19.09,2,0,synthetic_demo,2026-01,0
L009930,2026-01-29,Healthcare,201-1000,Product enquiry,7.07,0,0,synthetic_demo,2026-01,0
L005336,2026-01-29,Technology,201-1000,Price quote,9.44,3,0,synthetic_demo,2026-01,0
L001287,2026-01-29,Retail,1001+,Supplier request,7.18,4,1,synthetic_demo,2026-01,0
L005351,2026-01-29,Construction,1-50,Bulk order,9.51,2,0,synthetic_demo,2026-01,0
L011384,2026-01-29,Healthcare,1-50,Price quote,10.74,2,0,synthetic_demo,2026-01,0
L009571,2026-01-29,Manufacturing,51-200,Price quote,1.65,3,0,synthetic_demo,2026-01,1
L001995,2026-01-29,Retail,51-200,Bulk order,13.98,1,0,synthetic_demo,2026-01,0
L006289,2026-01-29,Retail,1-50,Product enquiry,28.49,4,0,synthetic_demo,2026-01,0
L001665,2026-01-29,Construction,201-1000,Price quote,1.26,2,1,synthetic_demo,2026-01,1
L001796,2026-01-29,Retail,201-1000,Price quote,9.79,4,0,synthetic_demo,2026-01,0
L004381,2026-01-29,Healthcare,1001+,Supplier request,4.03,0,0,synthetic_demo,2026-01,1
L001872,2026-01-29,Retail,51-200,Product enquiry,11.02,2,0,synthetic_demo,2026-01,0
L008281,2026-01-30,Retail,1-50,Bulk order,12.57,8,1,synthetic_demo,2026-01,0
L009627,2026-01-30,Manufacturing,51-200,Supplier request,38.0,3,0,synthetic_demo,2026-01,0
