lead_id,created_date,industry,company_size,enquiry_type,response_time_hours,number_of_rfqs,converted,data_source
L002595,2026-01-15,Retail,1-50,Bulk order,5.68,2,0,synthetic_demo
L007106,2026-01-15,Manufacturing,1-50,Bulk order,13.25,1,0,synthetic_demo
L004500,2026-01-15,Technology,1-50,Supplier request,12.71,1,0,synthetic_demo
L005302,2026-01-15,Healthcare,51-200,Product enquiry,15.53,0,0,synthetic_demo
L003940,2026-01-15,Manufacturing,1-50,Bulk order,2.66,1,0,synthetic_demo
L010756,2026-01-15,Retail,51-200,Product enquiry,19.62,1,0,synthetic_demo
L001662,2026-01-15,Healthcare,51-200,Price quote,17.74,4,0,synthetic_demo
L011975,2026-01-15,Manufacturing,201-1000,Product enquiry,1.72,1,0,synthetic_demo
L010020,2026-01-15,Technology,51-200,Bulk order,10.39,8,1,synthetic_demo
L004068,2026-01-15,Technology,201-1000,Price quote,7.99,5,1,synthetic_demo
L011758,2026-01-15,Retail,1-50,Product enquiry,1.37,2,0,synthetic_demo
L010196,2026-01-15,Construction,1001+,Price quote,5.37,3,0,synthetic_demo
L002254,2026-01-15,Healthcare,1-50,Bulk order,13.04,1,0,synthetic_demo
L001582,2026-01-15,Retail,1-50,Product enquiry,1.16,4,1,synthetic_demo
L002896,2026-01-16,Manufacturing,1001+,Supplier request,5.61,2,0,synthetic_demo
L008261,2026-01-16,Retail,201-1000,Bulk order,21.88,2,0,synthetic_demo
L006345,2026-01-16,Retail,201-1000,Price quote,4.81,1,0,synthetic_demo
L010633,2026-01-16,Construction,1-50,Price quote,8.85,2,0,synthetic_demo
L006493,2026-01-16,Technology,1-50,Price quote,2.31,3,0,synthetic_demo
L000592,2026-01-16,Retail,1001+,Product enquiry,10.46,1,0,synthetic_demo
L001383,2026-01-16,Healthcare,1-50,Product enquiry,6.69,1,0,synthetic_demo
L009966,2026-01-16,Manufacturing,1-50,Price quote,16.21,2,0,synthetic_demo
L011413,2026-01-16,Technology,201-1000,Supplier request,9.77,3,0,synthetic_demo
L007769,2026-01-16,Construction,201-1000,Bulk order,3.03,3,0,synthetic_demo
L009329,2026-01-16,Manufacturing,51-200,Price quote,8.23,3,1,synthetic_demo
L005584,2026-01-16,Technology,51-200,Price quote,6.2,3,0,synthetic_demo
L006751,2026-01-16,Manufacturing,51-200,Product enquiry,8.26,3,0,synthetic_demo
L011228,2026-01-16,Technology,1-50,Bulk order,5.76,1,0,synthetic_demo
L010950,2026-01-16,Manufacturing,201-1000,Supplier request,17.71,1,0,synthetic_demo
L007293,2026-01-16,Technology,51-200,Bulk order,4.44,1,0,synthetic_demo
L011207,2026-01-16,Healthcare,51-200,Product enquiry,13.76,4,0,synthetic_demo
L001941,2026-01-16,Manufacturing,201-1000,Supplier request,4.58,2,0,synthetic_demo
L007678,2026-01-16,Construction,51-200,Supplier request,2.13,2,0,synthetic_demo
L011938,2026-01-16,Construction,51-200,Supplier request,15.28,4,0,synthetic_demo
L000778,2026-01-16,Manufacturing,1-50,Price quote,12.75,3,0,synthetic_demo
L008830,2026-01-16,Construction,1001+,Bulk order,10.95,2,0,synthetic_demo
L007153,2026-01-16,Construction,1-50,Product enquiry,2.57,3,0,synthetic_demo
L011355,2026-01-16,Retail,201-1000,Bulk order,11.58,3,0,synthetic_demo
L009755,2026-01-16,Healthcare,201-1000,Price quote,4.94,3,1,synthetic_demo
L010086,2026-01-16,Technology,51-200,Bulk order,15.65,1,0,synthetic_demo
L008479,2026-01-16,Retail,51-200,Product enquiry,21.69,0,0,synthetic_demo
L002243,2026-01-16,Retail,201-1000,Supplier request,4.63,1,0,synthetic_demo
L008735,2026-01-16,Technology,1-50,Bulk order,11.14,2,0,synthetic_demo
L002527,2026-01-16,Construction,1001+,Product enquiry,9.63,1,0,synthetic_demo
L008757,2026-01-16,Manufacturing,1001+,Supplier request,12.8,2,0,synthetic_demo
L000343,2026-01-16,Technology,1-50,Price quote,6.87,1,0,synthetic_demo
L002330,2026-01-16,Healthcare,1-50,Bulk order,28.12,3,0,synthetic_demo
L005227,2026-01-16,Manufacturing,51-200,Bulk order,1.24,1,1,synthetic_demo
L000805,2026-01-16,Manufacturing,201-1000,Product enquiry,9.26,3,0,synthetic_demo
L010492,2026-01-17,Retail,1-50,Bulk order,8.97,2,0,synthetic_demo
L002808,2026-01-17,Technology,1-50,Bulk order,10.0,1,0,synthetic_demo
L001085,2026-01-17,Construction,51-200,Supplier request,5.08,0,0,synthetic_demo
L004631,2026-01-17,Retail,1-50,Product enquiry,26.19,1,0,synthetic_demo
L003896,2026-01-17,Healthcare,201-1000,Supplier request,5.27,4,1,synthetic_demo
L011603,2026-01-17,Manufacturing,51-200,Price quote,3.69,0,0,synthetic_demo
L009964,2026-01-17,Construction,1-50,Price quote,38.99,1,0,synthetic_demo
L004840,2026-01-17,Manufacturing,1001+,Price quote,11.91,5,1,synthetic_demo
L005199,2026-01-17,Technology,51-200,Supplier request,0.89,2,0,synthetic_demo
L008401,2026-01-17,Healthcare,1-50,Bulk order,18.32,0,0,synthetic_demo
L009080,2026-01-17,Retail,51-200,Product enquiry,5.61,1,0,synthetic_demo
L002424,2026-01-17,Manufacturing,1001+,Product enquiry,10.16,2,0,synthetic_demo
L001829,2026-01-17,Construction,51-200,Price quote,5.05,5,0,synthetic_demo
L002755,2026-01-17,Construction,1001+,Product enquiry,30.64,4,0,synthetic_demo
L009149,2026-01-17,Retail,51-200,Product enquiry,11.42,4,0,synthetic_demo
L004559,2026-01-17,Manufacturing,1-50,Price quote,13.61,1,0,synthetic_demo
L008641,2026-01-17,Retail,201-1000,Product enquiry,16.28,2,0,synthetic_demo
L002023,2026-01-17,Manufacturing,201-1000,Product enquiry,3.06,5,1,synthetic_demo
L008069,2026-01-17,Manufacturing,51-200,Product enquiry,3.84,3,0,synthetic_demo
L011326,2026-01-17,Retail,51-200,Bulk order,7.42,3,0,synthetic_demo
L001261,2026-01-17,Manufacturing,51-200,Product enquiry,21.68,3,0,synthetic_demo
L001491,2026-01-17,Manufacturing,1-50,Price quote,2.55,2,1,synthetic_demo
L000506,2026-01-17,Technology,1-50,Price quote,4.73,6,1,synthetic_demo
L009996,2026-01-17,Retail,51-200,Product enquiry,10.02,3,0,synthetic_demo
L009287,2026-01-17,Construction,201-1000,Product enquiry,14.52,4,0,synthetic_demo
L003751,2026-01-17,Manufacturing,1-50,Price quote,16.94,0,0,synthetic_demo
L009351,2026-01-17,Technology,1-50,Product enquiry,7.52,0,0,synthetic_demo
L002387,2026-01-17,Construction,51-200,Price quote,12.76,0,0,synthetic_demo
L007044,2026-01-17,Manufacturing,51-200,Price quote,13.08,0,0,synthetic_demo
L002257,2026-01-18,Construction,1-50,Price quote,22.91,4,0,synthetic_demo
L011553,2026-01-18,Healthcare,1-50,Price quote,6.53,1,0,synthetic_demo
L004344,2026-01-18,Manufacturing,1-50,Price quote,7.17,4,1,synthetic_demo
L001424,2026-01-18,Retail,51-200,Bulk order,5.33,1,0,synthetic_demo
L000709,2026-01-18,Retail,51-200,Bulk order,5.52,0,0,synthetic_demo
L002925,2026-01-18,Manufacturing,1-50,Product enquiry,4.31,4,1,synthetic_demo
L011552,2026-01-18,Construction,1001+,Price quote,22.12,3,0,synthetic_demo
L007852,2026-01-18,Technology,201-1000,Product enquiry,12.76,2,0,synthetic_demo
L002868,2026-01-18,Healthcare,1-50,Supplier request,1.71,1,0,synthetic_demo
L001758,2026-01-18,Construction,51-200,Price quote,18.14,1,0,synthetic_demo
L005855,2026-01-18,Manufacturing,201-1000,Product enquiry,31.92,5,1,synthetic_demo
L010862,2026-01-18,Technology,1001+,Price quote,18.07,3,0,synthetic_demo
L006419,2026-01-18,Construction,201-1000,Product enquiry,2.54,3,0,synthetic_demo
L006129,2026-01-18,Healthcare,1001+,Bulk order,18.2,2,0,synthetic_demo
L008422,2026-01-18,Technology,51-200,Bulk order,10.43,3,0,synthetic_demo
L001316,2026-01-18,Technology,1-50,Bulk order,5.7,2,0,synthetic_demo
L008132,2026-01-18,Construction,201-1000,Bulk order,11.38,4,1,synthetic_demo
L010692,2026-01-18,Healthcare,201-1000,Price quote,18.61,2,0,synthetic_demo
L006349,2026-01-18,Healthcare,1-50,Bulk order,8.12,3,0,synthetic_demo
L007636,2026-01-18,Manufacturing,201-1000,Supplier request,13.26,0,0,synthetic_demo
L004910,2026-01-18,Manufacturing,201-1000,Product enquiry,5.11,3,0,synthetic_demo
L001020,2026-01-18,Retail,1-50,Price quote,14.32,1,0,synthetic_demo
L011128,2026-01-18,Manufacturing,51-200,Product enquiry,15.25,2,0,synthetic_demo
L008128,2026-01-18,Technology,51-200,Bulk order,5.53,3,0,synthetic_demo
L006367,2026-01-18,Retail,1001+,Supplier request,3.4,2,1,synthetic_demo
L005806,2026-01-18,Technology,1001+,Product enquiry,2.56,3,1,synthetic_demo
L002581,2026-01-18,Manufacturing,201-1000,Price quote,11.68,4,0,synthetic_demo
L007976,2026-01-18,Construction,51-200,Price quote,12.32,3,0,synthetic_demo
L011634,2026-01-18,Manufacturing,1-50,Price quote,11.73,4,0,synthetic_demo
L002565,2026-01-18,Healthcare,201-1000,Supplier request,8.39,1,0,synthetic_demo
L010370,2026-01-18,Construction,1001+,Price quote,9.47,1,0,synthetic_demo
L002543,2026-01-18,Retail,51-200,Bulk order,4.9,3,0,synthetic_demo
L002208,2026-01-18,Retail,1001+,Supplier request,8.3,3,1,synthetic_demo
L008827,2026-01-18,Technology,201-1000,Supplier request,9.87,3,1,synthetic_demo
L010479,2026-01-18,Manufacturing,51-200,Price quote,12.09,4,1,synthetic_demo
L007890,2026-01-18,Technology,1-50,Price quote,25.87,4,0,synthetic_demo
L000956,2026-01-18,Construction,51-200,Supplier request,10.08,2,0,synthetic_demo
L011019,2026-01-19,Manufacturing,201-1000,Price quote,14.3,1,0,synthetic_demo
L009120,2026-01-19,Construction,201-1000,Supplier request,2.68,1,1,synthetic_demo
L008099,2026-01-19,Retail,1-50,Product enquiry,3.7,2,0,synthetic_demo
L001983,2026-01-19,Construction,201-1000,Price quote,16.87,2,0,synthetic_demo
L004106,2026-01-19,Manufacturing,1-50,Product enquiry,5.72,2,0,synthetic_demo
L009785,2026-01-19,Healthcare,201-1000,Bulk order,10.84,2,1,synthetic_demo
L006876,2026-01-19,Healthcare,51-200,Supplier request,6.05,5,0,synthetic_demo
L004095,2026-01-19,Manufacturing,1001+,Bulk order,23.92,3,1,synthetic_demo
L000267,2026-01-19,Retail,51-200,Bulk order,11.97,1,0,synthetic_demo
L004734,2026-01-19,Manufacturing,51-200,Bulk order,7.69,1,0,synthetic_demo
L009115,2026-01-19,Retail,51-200,Product enquiry,16.38,1,0,synthetic_demo
L002307,2026-01-19,Healthcare,1-50,Supplier request,6.01,1,0,synthetic_demo
L001812,2026-01-19,Retail,201-1000,Product enquiry,8.62,4,0,synthetic_demo
L009147,2026-01-19,Manufacturing,1-50,Bulk order,12.7,2,0,synthetic_demo
L008384,2026-01-19,Retail,201-1000,Product enquiry,5.34,3,0,synthetic_demo
L010641,2026-01-19,Technology,201-1000,Bulk order,1.74,2,1,synthetic_demo
L000922,2026-01-19,Technology,1001+,Product enquiry,1.14,2,1,synthetic_demo
L005644,2026-01-19,Retail,1001+,Supplier request,16.76,1,0,synthetic_demo
L006843,2026-01-19,Technology,51-200,Price quote,2.34,6,0,synthetic_demo
L003868,2026-01-19,Manufacturing,1-50,Price quote,2.27,3,0,synthetic_demo
L006328,2026-01-19,Healthcare,51-200,Bulk order,11.42,2,0,synthetic_demo
L010778,2026-01-19,Retail,51-200,Supplier request,9.54,3,1,synthetic_demo
L002430,2026-01-19,Technology,201-1000,Supplier request,15.85,0,0,synthetic_demo
L003605,2026-01-19,Construction,51-200,Supplier request,11.6,3,0,synthetic_demo
L011948,2026-01-19,Retail,201-1000,Bulk order,10.85,3,0,synthetic_demo
L010477,2026-01-19,Retail,201-1000,Price quote,25.62,2,0,synthetic_demo
L003326,2026-01-19,Technology,51-200,Bulk order,15.56,0,0,synthetic_demo
L002462,2026-01-19,Technology,51-200,Bulk order,5.01,5,0,synthetic_demo
L000793,2026-01-19,Retail,51-200,Price quote,20.29,1,0,synthetic_demo
L009688,2026-01-19,Construction,201-1000,Price quote,9.11,0,0,synthetic_demo
L009648,2026-01-19,Healthcare,1-50,Bulk order,7.24,6,1,synthetic_demo
L009282,2026-01-19,Construction,51-200,Bulk order,5.36,3,0,synthetic_demo
L011704,2026-01-19,Healthcare,1-50,Product enquiry,13.69,4,0,synthetic_demo
L005248,2026-01-19,Manufacturing,1-50,Bulk order,3.65,1,1,synthetic_demo
L005452,2026-01-19,Healthcare,1-50,Price quote,6.8,2,0,synthetic_demo
L009994,2026-01-19,Manufacturing,1-50,Supplier request,1.8,5,0,synthetic_demo
L011001,2026-01-19,Technology,1001+,Product enquiry,6.09,3,1,synthetic_demo
L000510,2026-01-19,Manufacturing,201-1000,Bulk order,9.33,3,0,synthetic_demo
L010486,2026-01-19,Healthcare,1-50,Product enquiry,3.22,0,0,synthetic_demo
L011669,2026-01-20,Retail,51-200,Supplier request,8.46,4,1,synthetic_demo
L003947,2026-01-20,Manufacturing,1-50,Supplier request,18.68,1,0,synthetic_demo
L000582,2026-01-20,Healthcare,1-50,Product enquiry,7.11,1,0,synthetic_demo
L004173,2026-01-20,Construction,51-200,Supplier request,13.3,6,0,synthetic_demo
L009754,2026-01-20,Manufacturing,1-50,Price quote,9.54,2,1,synthetic_demo
L007100,2026-01-20,Manufacturing,1-50,Supplier request,17.43,3,0,synthetic_demo
L003476,2026-01-20,Retail,51-200,Price quote,16.79,1,0,synthetic_demo
L003521,2026-01-20,Healthcare,1-50,Bulk order,5.75,4,0,synthetic_demo
L008563,2026-01-20,Construction,51-200,Price quote,17.17,0,0,synthetic_demo
L004592,2026-01-20,Healthcare,201-1000,Supplier request,23.33,0,0,synthetic_demo
L007431,2026-01-20,Technology,51-200,Product enquiry,12.14,1,0,synthetic_demo
L003532,2026-01-20,Manufacturing,1001+,Product enquiry,24.8,0,1,synthetic_demo
L010660,2026-01-20,Retail,201-1000,Supplier request,4.56,1,0,synthetic_demo
L004152,2026-01-20,Healthcare,1-50,Bulk order,10.75,1,0,synthetic_demo
L002613,2026-01-20,Healthcare,51-200,Product enquiry,13.34,3,0,synthetic_demo
L008949,2026-01-20,Retail,1-50,Price quote,18.84,2,0,synthetic_demo
L000292,2026-01-20,Manufacturing,201-1000,Product enquiry,3.48,2,0,synthetic_demo
L011810,2026-01-20,Technology,1001+,Product enquiry,20.46,4,0,synthetic_demo
L002421,2026-01-20,Manufacturing,1001+,Product enquiry,8.57,2,0,synthetic_demo
L001739,2026-01-20,Healthcare,1001+,Price quote,1.97,1,0,synthetic_demo
L003844,2026-01-20,Healthcare,1-50,Price quote,5.95,1,0,synthetic_demo
L008712,2026-01-20,Manufacturing,51-200,Price quote,18.56,1,0,synthetic_demo
L000003,2026-01-20,Construction,1-50,Product enquiry,6.04,6,0,synthetic_demo
L005337,2026-01-20,Technology,1001+,Product enquiry,9.15,4,1,synthetic_demo
L005146,2026-01-20,Technology,1001+,Supplier request,8.22,2,1,synthetic_demo
L003412,2026-01-20,Manufacturing,201-1000,Product enquiry,3.4,2,1,synthetic_demo
L008397,2026-01-20,Healthcare,1-50,Supplier request,13.7,0,0,synthetic_demo
L007037,2026-01-20,Manufacturing,1-50,Product enquiry,14.6,2,0,synthetic_demo
L002955,2026-01-20,Healthcare,201-1000,Bulk order,4.94,1,1,synthetic_demo
L005970,2026-01-20,Technology,1-50,Bulk order,14.41,4,0,synthetic_demo
L005679,2026-01-20,Technology,201-1000,Supplier request,12.28,0,0,synthetic_demo
L001510,2026-01-20,Technology,201-1000,Bulk order,17.15,3,0,synthetic_demo
L011323,2026-01-20,Healthcare,1-50,Price quote,8.18,3,0,synthetic_demo
L001768,2026-01-20,Manufacturing,51-200,Bulk order,19.04,1,0,synthetic_demo
L009508,2026-01-20,Manufacturing,201-1000,Bulk order,19.95,3,1,synthetic_demo
L002006,2026-01-21,Construction,201-1000,Product enquiry,19.88,3,1,synthetic_demo
L004505,2026-01-21,Manufacturing,51-200,Product enquiry,16.82,3,0,synthetic_demo
L008858,2026-01-21,Construction,1-50,Price quote,8.72,4,1,synthetic_demo
L000600,2026-01-21,Healthcare,51-200,Bulk order,7.07,3,0,synthetic_demo
L004544,2026-01-21,Healthcare,1001+,Price quote,17.51,3,0,synthetic_demo
L011796,2026-01-21,Technology,201-1000,Product enquiry,32.87,1,1,synthetic_demo
L010532,2026-01-21,Manufacturing,201-1000,Bulk order,15.07,3,1,synthetic_demo
L009898,2026-01-21,Technology,1001+,Price quote,24.83,3,0,synthetic_demo
L008490,2026-01-21,Technology,51-200,Product enquiry,29.36,1,0,synthetic_demo
L000213,2026-01-21,Manufacturing,201-1000,Product enquiry,0.76,2,0,synthetic_demo
L003798,2026-01-21,Technology,201-1000,Product enquiry,4.01,3,0,synthetic_demo
L007537,2026-01-21,Healthcare,201-1000,Price quote,16.45,1,0,synthetic_demo
L001132,2026-01-21,Healthcare,201-1000,Price quote,23.67,2,1,synthetic_demo
L006792,2026-01-21,Retail,1001+,Bulk order,3.24,3,0,synthetic_demo
L008528,2026-01-21,Technology,1-50,Product enquiry,19.01,2,0,synthetic_demo
L000880,2026-01-21,Healthcare,51-200,Product enquiry,7.05,3,1,synthetic_demo
L003861,2026-01-21,Retail,51-200,Price quote,1.22,1,0,synthetic_demo
L011043,2026-01-21,Technology,1-50,Price quote,8.14,1,0,synthetic_demo
L000378,2026-01-21,Retail,201-1000,Price quote,2.33,4,0,synthetic_demo
L000298,2026-01-21,Technology,1-50,Price quote,6.34,2,0,synthetic_demo
L002786,2026-01-21,Technology,51-200,Supplier request,6.94,2,0,synthetic_demo
L000385,2026-01-21,Retail,51-200,Supplier request,17.36,1,0,synthetic_demo
L008098,2026-01-21,Healthcare,1-50,Product enquiry,8.22,6,0,synthetic_demo
L009954,2026-01-21,Retail,1-50,Price quote,3.63,5,1,synthetic_demo
L006863,2026-01-21,Manufacturing,1001+,Bulk order,1.82,1,0,synthetic_demo
L001651,2026-01-21,Manufacturing,201-1000,Price quote,8.32,0,1,synthetic_demo
L003308,2026-01-21,Manufacturing,201-1000,Product enquiry,6.38,6,1,synthetic_demo
L003563,2026-01-21,Construction,51-200,Supplier request,14.78,2,1,synthetic_demo
L007477,2026-01-21,Retail,201-1000,Bulk order,33.58,2,1,synthetic_demo
L002569,2026-01-21,Technology,1-50,Bulk order,8.81,0,0,synthetic_demo
L003113,2026-01-21,Technology,1001+,Product enquiry,16.28,3,0,synthetic_demo
L010943,2026-01-21,Retail,1-50,Supplier request,19.31,2,0,synthetic_demo
L007095,2026-01-21,Technology,1-50,Price quote,12.3,2,0,synthetic_demo
L005221,2026-01-22,Manufacturing,201-1000,Product enquiry,14.93,2,0,synthetic_demo
L004894,2026-01-22,Manufacturing,1-50,Product enquiry,8.18,2,0,synthetic_demo
L009757,2026-01-22,Technology,1001+,Price quote,29.2,0,0,synthetic_demo
L006696,2026-01-22,Retail,201-1000,Product enquiry,12.05,2,0,synthetic_demo
L003575,2026-01-22,Retail,51-200,Supplier request,9.7,3,0,synthetic_demo
L010960,2026-01-22,Construction,1001+,Bulk order,3.2,1,0,synthetic_demo
L001963,2026-01-22,Healthcare,1001+,Price quote,12.82,2,0,synthetic_demo
L006592,2026-01-22,Technology,51-200,Bulk order,14.23,4,0,synthetic_demo
L007380,2026-01-22,Retail,201-1000,Supplier request,3.36,1,1,synthetic_demo
L009127,2026-01-22,Manufacturing,201-1000,Price quote,9.39,4,0,synthetic_demo
L009330,2026-01-22,Healthcare,51-200,Price quote,23.26,3,0,synthetic_demo
L007667,2026-01-22,Technology,1001+,Product enquiry,11.57,1,0,synthetic_demo
L009023,2026-01-22,Construction,1-50,Bulk order,6.97,3,0,synthetic_demo
L006392,2026-01-22,Healthcare,1-50,Supplier request,16.1,6,0,synthetic_demo
L005890,2026-01-22,Manufacturing,51-200,Price quote,16.9,2,0,synthetic_demo
L004222,2026-01-22,Manufacturing,51-200,Product enquiry,11.74,1,0,synthetic_demo
L003867,2026-01-22,Healthcare,51-200,Bulk order,13.76,3,0,synthetic_demo
L004178,2026-01-22,Construction,201-1000,Supplier request,9.96,2,0,synthetic_demo
L010215,2026-01-22,Technology,1-50,Bulk order,5.61,2,0,synthetic_demo
L009442,2026-01-22,Construction,201-1000,Price quote,12.09,3,0,synthetic_demo
L001435,2026-01-22,Manufacturing,201-1000,Price quote,4.43,3,1,synthetic_demo
L002756,2026-01-22,Technology,201-1000,Price quote,19.69,4,1,synthetic_demo
L005742,2026-01-22,Healthcare,201-1000,Supplier request,23.75,2,0,synthetic_demo
L010812,2026-01-22,Healthcare,201-1000,Supplier request,21.19,1,0,synthetic_demo
L000221,2026-01-22,Retail,201-1000,Product enquiry,7.83,1,0,synthetic_demo
L000212,2026-01-22,Healthcare,1-50,Price quote,11.06,1,0,synthetic_demo
L003241,2026-01-22,Construction,51-200,Supplier request,8.44,1,0,synthetic_demo
L003671,2026-01-22,Retail,201-1000,Bulk order,12.96,5,0,synthetic_demo
L006327,2026-01-22,Technology,51-200,Supplier request,9.75,1,0,synthetic_demo
L003158,2026-01-22,Manufacturing,51-200,Product enquiry,9.82,5,0,synthetic_demo
L003493,2026-01-22,Construction,1001+,Bulk order,19.54,2,0,synthetic_demo
L006762,2026-01-22,Healthcare,1-50,Price quote,3.3,2,0,synthetic_demo
L000283,2026-01-22,Manufacturing,1001+,Price quote,34.81,3,0,synthetic_demo
L009274,2026-01-22,Healthcare,51-200,Product enquiry,10.39,4,0,synthetic_demo
L010453,2026-01-22,Technology,1-50,Product enquiry,12.76,4,0,synthetic_demo
L006238,2026-01-22,Technology,201-1000,Price quote,7.86,2,0,synthetic_demo
L001161,2026-01-22,Manufacturing,1-50,Price quote,3.35,2,1,synthetic_demo
L011053,2026-01-22,Construction,201-1000,Product enquiry,3.6,1,0,synthetic_demo
L006078,2026-01-22,Retail,51-200,Price quote,8.37,5,0,synthetic_demo
L006268,2026-01-23,Technology,51-200,Price quote,3.91,1,0,synthetic_demo
L010338,2026-01-23,Construction,51-200,Product enquiry,18.56,1,0,synthetic_demo
L002750,2026-01-23,Manufacturing,1001+,Product enquiry,4.81,2,1,synthetic_demo
L001581,2026-01-23,Construction,51-200,Supplier request,6.56,3,0,synthetic_demo
L011419,2026-01-23,Technology,1-50,Price quote,27.43,0,0,synthetic_demo
L005976,2026-01-23,Manufacturing,1001+,Product enquiry,1.67,3,0,synthetic_demo
L006498,2026-01-23,Retail,201-1000,Price quote,27.49,3,0,synthetic_demo
L007815,2026-01-23,Healthcare,201-1000,Supplier request,16.73,2,0,synthetic_demo
L008067,2026-01-23,Manufacturing,51-200,Price quote,11.52,3,0,synthetic_demo
L010515,2026-01-23,Construction,51-200,Bulk order,20.27,3,0,synthetic_demo
L003094,2026-01-23,Construction,201-1000,Product enquiry,6.73,3,0,synthetic_demo
L003079,2026-01-23,Healthcare,201-1000,Price quote,4.96,3,0,synthetic_demo
L001454,2026-01-23,Construction,51-200,Product enquiry,29.11,0,0,synthetic_demo
L010734,2026-01-23,Construction,51-200,Bulk order,5.66,1,0,synthetic_demo
L001518,2026-01-23,Construction,1-50,Price quote,15.59,1,0,synthetic_demo
L010440,2026-01-23,Retail,51-200,Product enquiry,3.02,2,0,synthetic_demo
L001552,2026-01-23,Retail,201-1000,Product enquiry,1.33,3,0,synthetic_demo
L009360,2026-01-23,Manufacturing,1-50,Product enquiry,3.44,2,0,synthetic_demo
L008191,2026-01-23,Technology,51-200,Price quote,27.3,3,0,synthetic_demo
L002715,2026-01-23,Construction,201-1000,Supplier request,10.36,1,1,synthetic_demo
L004775,2026-01-23,Manufacturing,51-200,Bulk order,8.41,0,0,synthetic_demo
L007837,2026-01-23,Manufacturing,1001+,Bulk order,17.5,1,0,synthetic_demo
L005482,2026-01-23,Manufacturing,1-50,Price quote,4.63,0,0,synthetic_demo
L000135,2026-01-23,Healthcare,1001+,Price quote,23.39,1,0,synthetic_demo
L002599,2026-01-23,Construction,51-200,Price quote,11.47,5,0,synthetic_demo
L002418,2026-01-23,Healthcare,201-1000,Product enquiry,5.53,4,0,synthetic_demo
L003969,2026-01-23,Retail,1-50,Bulk order,1.93,1,1,synthetic_demo
L007941,2026-01-23,Manufacturing,1001+,Bulk order,14.03,2,0,synthetic_demo
L010171,2026-01-23,Healthcare,1001+,Bulk order,4.14,2,1,synthetic_demo
L004606,2026-01-23,Retail,1-50,Supplier request,7.07,4,0,synthetic_demo
L005740,2026-01-23,Retail,51-200,Bulk order,7.54,3,0,synthetic_demo
L008597,2026-01-23,Technology,1001+,Bulk order,26.95,5,1,synthetic_demo
L008010,2026-01-23,Healthcare,1-50,Price quote,19.4,2,0,synthetic_demo
L000009,2026-01-23,Manufacturing,201-1000,Product enquiry,8.67,1,0,synthetic_demo
L008291,2026-01-24,Technology,201-1000,Product enquiry,29.09,2,0,synthetic_demo
L008321,2026-01-24,Manufacturing,1-50,Product enquiry,10.5,0,0,synthetic_demo
L010626,2026-01-24,Technology,1-50,Bulk order,12.68,2,0,synthetic_demo
L005300,2026-01-24,Manufacturing,1-50,Price quote,13.54,4,1,synthetic_demo
L004572,2026-01-24,Construction,201-1000,Product enquiry,28.16,0,0,synthetic_demo
L011864,2026-01-24,Technology,201-1000,Price quote,20.69,3,0,synthetic_demo
L009806,2026-01-24,Construction,201-1000,Product enquiry,7.83,1,0,synthetic_demo
L010474,2026-01-24,Technology,1-50,Supplier request,9.0,6,0,synthetic_demo
L002439,2026-01-24,Retail,51-200,Price quote,21.18,3,0,synthetic_demo
L000557,2026-01-24,Retail,1-50,Product enquiry,12.07,3,0,synthetic_demo
L011008,2026-01-24,Healthcare,51-200,Product enquiry,22.18,8,1,synthetic_demo
L000586,2026-01-24,Healthcare,51-200,Price quote,12.15,0,0,synthetic_demo
L011140,2026-01-24,Manufacturing,1-50,Price quote,8.22,3,1,synthetic_demo
L005415,2026-01-24,Technology,201-1000,Supplier request,5.55,1,0,synthetic_demo
L001625,2026-01-24,Retail,1-50,Supplier request,11.56,0,0,synthetic_demo
L007556,2026-01-24,Construction,1-50,Price quote,2.29,4,0,synthetic_demo
L000875,2026-01-24,Technology,51-200,Price quote,11.79,0,0,synthetic_demo
L000147,2026-01-24,Retail,51-200,Bulk order,2.46,3,0,synthetic_demo
L005039,2026-01-24,Construction,1-50,Product enquiry,7.92,1,0,synthetic_demo
L007971,2026-01-24,Healthcare,1001+,Price quote,5.6,0,0,synthetic_demo
L005972,2026-01-24,Manufacturing,201-1000,Supplier request,5.64,5,1,synthetic_demo
L004292,2026-01-24,Manufacturing,1-50,Product enquiry,4.74,1,1,synthetic_demo
L008194,2026-01-24,Construction,51-200,Product enquiry,12.77,0,0,synthetic_demo
L001749,2026-01-24,Retail,1-50,Product enquiry,16.13,1,0,synthetic_demo
L002977,2026-01-24,Technology,51-200,Price quote,9.89,3,1,synthetic_demo
L005527,2026-01-24,Retail,1001+,Price quote,12.51,2,0,synthetic_demo
L002576,2026-01-24,Healthcare,1-50,Price quote,8.56,2,0,synthetic_demo
L001709,2026-01-24,Construction,1001+,Bulk order,19.62,0,0,synthetic_demo
L004499,2026-01-24,Construction,1001+,Product enquiry,10.51,4,0,synthetic_demo
L000790,2026-01-25,Healthcare,1-50,Price quote,21.82,1,0,synthetic_demo
L005138,2026-01-25,Manufacturing,1-50,Price quote,13.81,2,0,synthetic_demo
L008070,2026-01-25,Construction,1-50,Supplier request,21.74,1,0,synthetic_demo
L006742,2026-01-25,Retail,1-50,Product enquiry,11.69,3,0,synthetic_demo
L004712,2026-01-25,Manufacturing,51-200,Product enquiry,17.79,3,0,synthetic_demo
